delta,score_a,score_b,cluster_id,cluster_label,desc_len
0.052841604,0.62728167,0.68012327,7,QA / Testing,500
-0.17279309,0.77329487,0.6005018,0,Data Engineering,500
-0.0125796795,0.65086746,0.6382878,0,Data Engineering,500
-0.0656327,0.57726127,0.51162857,1,Data & Analytics,500
-0.014654517,0.6215191,0.6068646,6,Product Management,4531
-0.061639547,0.6596283,0.5979887,1,Data & Analytics,500
-0.033809602,0.6577845,0.6239749,3,DevOps / SRE / Cloud,500
0.0054710507,0.6297406,0.63521165,2,Machine Learning / AI,500
0.03640753,0.5677226,0.60413015,7,QA / Testing,500
-0.15549803,0.694629,0.539131,4,Backend Engineering,500
0.10191256,0.58864135,0.6905539,7,QA / Testing,500
-0.058779538,0.5851759,0.52639633,5,Frontend / Mobile,500
-0.05434537,0.6773388,0.6229934,3,DevOps / SRE / Cloud,500
-0.03617257,0.6031312,0.5669586,1,Data & Analytics,500
-0.023292124,0.57340866,0.55011654,1,Data & Analytics,500
-0.09338105,0.70281595,0.6094349,4,Backend Engineering,500
-0.0733636,0.6194882,0.5461246,5,Frontend / Mobile,500
-0.08529413,0.7071653,0.6218712,3,DevOps / SRE / Cloud,500
-0.051061332,0.6429052,0.59184384,0,Data Engineering,500
-0.07745004,0.6644374,0.5869874,5,Frontend / Mobile,6045
-0.040228724,0.65476346,0.61453474,7,QA / Testing,500
-0.0062175393,0.5832721,0.57705456,1,Data & Analytics,500
-0.037587285,0.6690219,0.6314346,5,Frontend / Mobile,500
-0.00027400255,0.6524329,0.6521589,5,Frontend / Mobile,6672
0.010269582,0.62489355,0.6351631,7,QA / Testing,500
-0.03739977,0.62554026,0.5881405,3,DevOps / SRE / Cloud,500
-0.17415315,0.75825924,0.5841061,4,Backend Engineering,5902
0.034130156,0.66796046,0.7020906,7,QA / Testing,500
-0.047097564,0.65534157,0.608244,1,Data & Analytics,500
-0.11022633,0.7143166,0.6040903,4,Backend Engineering,2965
-0.082095385,0.63067645,0.54858106,3,DevOps / SRE / Cloud,500
-0.017025769,0.6667527,0.6497269,7,QA / Testing,500
0.023437738,0.67578465,0.6992224,7,QA / Testing,500
-0.033643067,0.6087418,0.57509875,5,Frontend / Mobile,500
0.020668507,0.63878983,0.65945834,7,QA / Testing,500
0.0065249205,0.72538835,0.73191327,0,Data Engineering,5186
0.031004846,0.6780934,0.7090982,7,QA / Testing,500
0.062250495,0.657803,0.7200535,7,QA / Testing,500
0.14997876,0.54327875,0.6932575,2,Machine Learning / AI,500
0.037258685,0.619343,0.65660167,7,QA / Testing,500
-0.02684313,0.62647206,0.5996289,4,Backend Engineering,500
-0.00096935034,0.6627821,0.6618127,0,Data Engineering,500
-0.04561454,0.6977131,0.65209854,5,Frontend / Mobile,3518
-0.03797555,0.6169648,0.57898927,6,Product Management,3963
0.092487454,0.5800926,0.67258006,7,QA / Testing,500
-0.0033650398,0.6908773,0.6875123,2,Machine Learning / AI,500
-0.042486727,0.59432214,0.5518354,5,Frontend / Mobile,500
-0.04068196,0.66994864,0.6292667,6,Product Management,500
-0.09371275,0.6629783,0.56926554,0,Data Engineering,4551
-0.09046435,0.62393874,0.5334744,1,Data & Analytics,500
-0.046428144,0.6520082,0.60558003,0,Data Engineering,500
-0.09143472,0.7054862,0.61405146,0,Data Engineering,500
0.011180282,0.598762,0.60994226,5,Frontend / Mobile,500
0.007897437,0.6155186,0.62341607,5,Frontend / Mobile,500
0.028921247,0.5326107,0.56153196,5,Frontend / Mobile,500
-0.01482451,0.58125716,0.56643265,5,Frontend / Mobile,500
0.02306962,0.65198344,0.67505306,7,QA / Testing,3450
-0.081591845,0.6722488,0.59065694,5,Frontend / Mobile,3234
0.012290955,0.6375561,0.64984703,1,Data & Analytics,500
-0.07399863,0.6521275,0.5781289,1,Data & Analytics,500
0.10476494,0.61688685,0.7216518,2,Machine Learning / AI,500
0.12983501,0.6379227,0.7677577,7,QA / Testing,500
-0.0438838,0.6181996,0.5743158,6,Product Management,500
-0.01936251,0.6407903,0.6214278,6,Product Management,500
-0.08015895,0.6754148,0.59525585,0,Data Engineering,500
0.11321056,0.66461915,0.7778297,6,Product Management,3200
-0.038801134,0.70420843,0.6654073,1,Data & Analytics,5168
-0.034400105,0.63368374,0.59928364,1,Data & Analytics,6312
-0.13119245,0.7368373,0.6056449,4,Backend Engineering,500
-0.037218094,0.636825,0.59960693,5,Frontend / Mobile,500
-0.0394302,0.60964984,0.57021964,1,Data & Analytics,500
-0.042880595,0.6643037,0.6214231,0,Data Engineering,500
0.050244212,0.6046833,0.6549275,5,Frontend / Mobile,500
-0.05045855,0.6837024,0.63324386,4,Backend Engineering,500
0.052105963,0.65116477,0.70327073,2,Machine Learning / AI,500
-0.007548094,0.57603836,0.56849027,0,Data Engineering,500
-0.055455625,0.6772759,0.6218203,3,DevOps / SRE / Cloud,500
-0.076517284,0.6382238,0.56170654,1,Data & Analytics,500
-0.021851182,0.67476064,0.65290946,3,DevOps / SRE / Cloud,500
0.019510865,0.5589795,0.5784904,5,Frontend / Mobile,500
0.17599499,0.58847815,0.76447314,7,QA / Testing,500
-0.0017907023,0.57354486,0.57175416,1,Data & Analytics,500
-0.034256816,0.68539363,0.6511368,5,Frontend / Mobile,500
-0.023914337,0.659429,0.6355147,3,DevOps / SRE / Cloud,500
-0.07095504,0.6032858,0.53233075,5,Frontend / Mobile,500
0.09379941,0.60967326,0.7034727,2,Machine Learning / AI,500
-0.06805307,0.61273515,0.5446821,4,Backend Engineering,500
0.1317088,0.59901094,0.73071975,7,QA / Testing,500
-0.05296296,0.6201784,0.56721544,3,DevOps / SRE / Cloud,500
-0.027258217,0.6184599,0.59120166,5,Frontend / Mobile,500
-0.042117,0.68343693,0.64131993,0,Data Engineering,500
-0.043741107,0.6454112,0.6016701,0,Data Engineering,500
-0.020090997,0.6560057,0.6359147,3,DevOps / SRE / Cloud,500
-0.05912596,0.625518,0.56639206,3,DevOps / SRE / Cloud,500
0.02568543,0.69082785,0.7165133,7,QA / Testing,500
-0.0033709407,0.6632534,0.6598825,1,Data & Analytics,500
0.026274681,0.6434558,0.6697305,2,Machine Learning / AI,500
-0.04779768,0.5998272,0.5520295,5,Frontend / Mobile,500
-0.09481233,0.6513329,0.5565206,0,Data Engineering,500
-0.007518828,0.6087686,0.60124975,1,Data & Analytics,500
0.022076488,0.62551266,0.64758915,1,Data & Analytics,500
-0.04516387,0.70465297,0.6594891,0,Data Engineering,4887
0.10577357,0.5732241,0.6789977,7,QA / Testing,500
0.0069818497,0.5893958,0.5963777,5,Frontend / Mobile,500
0.064180255,0.6381092,0.70228946,7,QA / Testing,500
0.034986198,0.7159442,0.75093037,7,QA / Testing,5676
-0.035299003,0.6357977,0.6004987,1,Data & Analytics,500
-0.04325682,0.57575256,0.53249574,5,Frontend / Mobile,500
-0.038114786,0.70882535,0.67071056,0,Data Engineering,500
-0.042035043,0.65951276,0.6174777,0,Data Engineering,6192
-0.078056395,0.6615713,0.5835149,0,Data Engineering,500
0.0031878948,0.6151143,0.61830217,0,Data Engineering,500
-0.019194305,0.60757947,0.58838516,3,DevOps / SRE / Cloud,500
-0.027167618,0.6423043,0.6151367,7,QA / Testing,500
-0.11978108,0.7329948,0.6132137,4,Backend Engineering,500
-0.034243703,0.6594338,0.6251901,1,Data & Analytics,500
-0.0312441,0.6505616,0.6193175,0,Data Engineering,500
-0.0104138255,0.59214866,0.58173484,7,QA / Testing,500
-0.009229779,0.5404197,0.5311899,5,Frontend / Mobile,500
-0.05308205,0.65623003,0.603148,0,Data Engineering,500
-0.055805743,0.7030578,0.6472521,1,Data & Analytics,13409
0.015963197,0.63577527,0.65173846,5,Frontend / Mobile,6942
-0.047336876,0.6439583,0.5966214,1,Data & Analytics,500
-0.034852207,0.57676834,0.54191613,1,Data & Analytics,500
0.110305846,0.5855882,0.69589406,7,QA / Testing,500
-0.004748106,0.5848492,0.5801011,5,Frontend / Mobile,500
-0.14138842,0.7065666,0.56517816,0,Data Engineering,500
-0.13393408,0.79649115,0.66255707,4,Backend Engineering,2522
-0.039686203,0.71336263,0.67367643,0,Data Engineering,6361
-0.0059907436,0.6533654,0.64737463,3,DevOps / SRE / Cloud,500
0.044885993,0.67685413,0.7217401,7,QA / Testing,500
-0.008859754,0.645545,0.63668525,7,QA / Testing,500
-0.034555376,0.63677317,0.6022178,0,Data Engineering,500
-0.04023218,0.60592043,0.56568825,1,Data & Analytics,500
-0.033770144,0.6073479,0.57357776,0,Data Engineering,500
-0.07805067,0.6425979,0.56454724,0,Data Engineering,500
-0.039824605,0.70102304,0.66119844,0,Data Engineering,4574
0.024750113,0.5900867,0.6148368,7,QA / Testing,387
0.0033863783,0.61933345,0.6227198,5,Frontend / Mobile,500
-0.04528421,0.64065385,0.59536964,0,Data Engineering,500
-0.070613325,0.65720576,0.58659244,3,DevOps / SRE / Cloud,140
-0.02744788,0.68688196,0.6594341,0,Data Engineering,5372
0.114262044,0.64084256,0.7551046,7,QA / Testing,500
0.028152645,0.6978501,0.72600275,6,Product Management,4125
-0.061791062,0.6750912,0.61330014,3,DevOps / SRE / Cloud,396
0.04369062,0.6545209,0.69821155,7,QA / Testing,500
-0.06605029,0.59672135,0.53067106,3,DevOps / SRE / Cloud,500
0.038278222,0.552793,0.59107125,5,Frontend / Mobile,500
-0.050142825,0.63794416,0.58780134,3,DevOps / SRE / Cloud,500
-0.033950448,0.5673099,0.53335947,6,Product Management,5280
0.0070810914,0.57893705,0.58601815,1,Data & Analytics,500
-0.07449716,0.70952547,0.6350283,4,Backend Engineering,500
0.05295384,0.5979964,0.65095025,7,QA / Testing,500
-0.00086951256,0.58510834,0.5842388,5,Frontend / Mobile,500
-0.030359626,0.6446049,0.6142453,0,Data Engineering,500
-0.04362279,0.6595154,0.6158926,3,DevOps / SRE / Cloud,500
-0.036959648,0.6643493,0.62738967,3,DevOps / SRE / Cloud,500
-0.055270553,0.5939241,0.53865355,0,Data Engineering,500
-0.028223336,0.6577356,0.62951225,2,Machine Learning / AI,500
-0.043239117,0.6600452,0.6168061,6,Product Management,500
-0.020477295,0.65291953,0.63244224,3,DevOps / SRE / Cloud,500
-0.08059496,0.6867396,0.60614467,3,DevOps / SRE / Cloud,497
0.020138621,0.68528706,0.7054257,2,Machine Learning / AI,500
0.013586223,0.6625366,0.67612284,7,QA / Testing,500
0.06802702,0.58863765,0.65666467,2,Machine Learning / AI,500
-0.010904491,0.6750365,0.664132,6,Product Management,500
-0.03766042,0.62972,0.59205955,0,Data Engineering,500
0.045345724,0.55860215,0.6039479,0,Data Engineering,500
-0.019098341,0.54741895,0.5283206,5,Frontend / Mobile,500
-0.070649326,0.6013907,0.5307414,1,Data & Analytics,500
-0.039408863,0.6362145,0.59680563,5,Frontend / Mobile,500
-0.047231734,0.6517403,0.6045086,0,Data Engineering,500
-0.03620243,0.66508985,0.6288874,6,Product Management,500
-0.036558867,0.6862525,0.6496936,0,Data Engineering,500
-0.0072053075,0.6842123,0.677007,7,QA / Testing,3430
-0.09234005,0.70740277,0.6150627,4,Backend Engineering,500
-0.051242173,0.68683493,0.63559276,1,Data & Analytics,500
0.034422696,0.47934657,0.51376927,5,Frontend / Mobile,500
-0.08172226,0.6729008,0.59117854,0,Data Engineering,500
-0.026760638,0.62070763,0.593947,3,DevOps / SRE / Cloud,500
-0.032096148,0.60178334,0.5696872,1,Data & Analytics,500
-0.103788316,0.68273616,0.57894784,5,Frontend / Mobile,500
0.00056636333,0.5992608,0.5998272,0,Data Engineering,500
0.0342353,0.67087245,0.70510775,2,Machine Learning / AI,500
-0.048636556,0.63365775,0.5850212,5,Frontend / Mobile,500
-0.08873516,0.66064,0.57190484,1,Data & Analytics,500
-0.02008599,0.5713906,0.55130464,5,Frontend / Mobile,500
-0.07304603,0.638976,0.56592995,1,Data & Analytics,500
-0.06081468,0.6878451,0.62703043,0,Data Engineering,500
-0.09148747,0.63513094,0.5436435,1,Data & Analytics,7957
0.046988785,0.57693654,0.6239253,1,Data & Analytics,500
-0.062071174,0.5600886,0.4980174,5,Frontend / Mobile,3803
0.009365201,0.6213206,0.6306858,7,QA / Testing,500
-0.015403569,0.64884585,0.6334423,1,Data & Analytics,500
-0.027072549,0.66260165,0.6355291,1,Data & Analytics,500
-0.065297246,0.68123806,0.6159408,3,DevOps / SRE / Cloud,500
-0.04353124,0.64145464,0.5979234,1,Data & Analytics,500
-0.03395146,0.6856006,0.6516491,0,Data Engineering,500
-0.058866143,0.6095969,0.55073076,1,Data & Analytics,500
-0.014366329,0.60672504,0.5923587,5,Frontend / Mobile,500
-0.01745975,0.64130753,0.6238478,3,DevOps / SRE / Cloud,500
-0.06056243,0.6685636,0.6080012,0,Data Engineering,500
0.070750296,0.67289716,0.74364746,7,QA / Testing,500
0.013924658,0.642331,0.65625566,5,Frontend / Mobile,6024
-0.009409368,0.61516416,0.6057548,5,Frontend / Mobile,500
0.008092701,0.65258473,0.66067743,6,Product Management,4655
-0.07398975,0.65484256,0.5808528,4,Backend Engineering,500
-0.051962078,0.67687374,0.62491167,1,Data & Analytics,500
0.054127872,0.65281963,0.7069475,2,Machine Learning / AI,500
0.0062891245,0.6379998,0.6442889,2,Machine Learning / AI,500
-0.033520997,0.61388916,0.58036816,2,Machine Learning / AI,500
-0.043096066,0.6731697,0.6300736,0,Data Engineering,500
0.01912558,0.5516653,0.5707909,1,Data & Analytics,500
0.021006644,0.574161,0.59516764,2,Machine Learning / AI,500
-0.05423647,0.6696896,0.6154531,6,Product Management,5953
-0.069106996,0.6806596,0.6115526,5,Frontend / Mobile,500
0.04051286,0.58911484,0.6296277,1,Data & Analytics,500
-0.049609184,0.68172544,0.63211626,0,Data Engineering,500
-0.033831954,0.61014426,0.5763123,3,DevOps / SRE / Cloud,500
-0.10173625,0.70148605,0.5997498,0,Data Engineering,2929
-0.02286017,0.6386082,0.61574805,5,Frontend / Mobile,500
-0.041839004,0.6743328,0.6324938,3,DevOps / SRE / Cloud,500
-0.009042382,0.6155388,0.6064964,6,Product Management,500
-0.032831907,0.6784869,0.645655,0,Data Engineering,500
-0.054490685,0.5928086,0.5383179,3,DevOps / SRE / Cloud,500
0.031903684,0.6434261,0.6753298,2,Machine Learning / AI,500
-0.0531466,0.704019,0.6508724,2,Machine Learning / AI,500
0.028720677,0.5913652,0.6200859,1,Data & Analytics,500
-0.020918787,0.6603784,0.6394596,3,DevOps / SRE / Cloud,500
0.10325962,0.66849554,0.77175516,7,QA / Testing,500
-0.04945451,0.6288814,0.5794269,0,Data Engineering,500
-0.06313187,0.6636059,0.60047406,3,DevOps / SRE / Cloud,500
-0.04382682,0.6884241,0.6445973,0,Data Engineering,500
0.04818213,0.6253453,0.6735274,2,Machine Learning / AI,500
-0.012385428,0.60494107,0.59255564,1,Data & Analytics,500
0.066606045,0.6783166,0.74492264,7,QA / Testing,500
0.040259838,0.63050175,0.6707616,7,QA / Testing,500
-0.092547655,0.68705344,0.5945058,3,DevOps / SRE / Cloud,500
-0.004729092,0.655346,0.6506169,1,Data & Analytics,500
0.018312335,0.57638365,0.594696,6,Product Management,1596
-0.14174837,0.69477296,0.5530246,4,Backend Engineering,500
-0.036825716,0.621481,0.5846553,3,DevOps / SRE / Cloud,500
-0.07212305,0.70459837,0.6324753,0,Data Engineering,500
-0.014794707,0.5761757,0.561381,5,Frontend / Mobile,500
-0.026526988,0.641101,0.614574,5,Frontend / Mobile,3520
-0.02853769,0.69041574,0.66187805,2,Machine Learning / AI,500
0.0008188486,0.6513145,0.65213335,5,Frontend / Mobile,500
0.03068769,0.56446666,0.59515435,1,Data & Analytics,500
-0.01113838,0.6626274,0.651489,0,Data Engineering,500
0.054270208,0.6424559,0.6967261,7,QA / Testing,500
-0.031671762,0.5970586,0.56538683,0,Data Engineering,500
-0.007029891,0.53753996,0.53051007,1,Data & Analytics,500
-0.022018254,0.67442286,0.6524046,7,QA / Testing,500
-0.013188243,0.6691722,0.655984,7,QA / Testing,500
-0.04221618,0.7041182,0.661902,0,Data Engineering,2780
0.03864032,0.5821853,0.62082565,1,Data & Analytics,500
-0.0018746853,0.5639397,0.562065,5,Frontend / Mobile,500
-0.008271813,0.64625263,0.6379808,6,Product Management,5117
-0.033933938,0.66949785,0.6355639,1,Data & Analytics,500
-0.0032501817,0.6667353,0.6634851,1,Data & Analytics,500
-0.05542618,0.61363465,0.55820847,3,DevOps / SRE / Cloud,500
0.035335302,0.60806847,0.64340377,2,Machine Learning / AI,500
-0.12643635,0.7471666,0.6207302,4,Backend Engineering,500
-0.071529984,0.68939435,0.6178644,0,Data Engineering,500
-0.049416244,0.6151566,0.56574035,1,Data & Analytics,500
0.07901895,0.61811525,0.6971342,7,QA / Testing,500
-0.085814774,0.643779,0.5579642,0,Data Engineering,500
-0.033062458,0.68620825,0.6531458,3,DevOps / SRE / Cloud,500
0.009241462,0.62201804,0.6312595,1,Data & Analytics,500
-0.038333535,0.65541965,0.6170861,0,Data Engineering,500
-0.04821551,0.6758746,0.6276591,0,Data Engineering,500
0.0023049116,0.54540914,0.54771405,5,Frontend / Mobile,500
-0.068574905,0.6327632,0.5641883,4,Backend Engineering,500
-0.06940198,0.67628044,0.60687846,1,Data & Analytics,500
-0.061016858,0.7272773,0.6662604,6,Product Management,4818
-0.13618225,0.713904,0.5777218,4,Backend Engineering,500
-0.001642704,0.55221623,0.5505735,5,Frontend / Mobile,500
-0.068458855,0.60478693,0.5363281,4,Backend Engineering,500
-0.051677167,0.6311543,0.57947713,3,DevOps / SRE / Cloud,500
-0.04083389,0.5458162,0.5049823,1,Data & Analytics,500
-0.11073935,0.7031299,0.59239054,4,Backend Engineering,500
-0.03651005,0.7061595,0.6696494,0,Data Engineering,500
-0.009500325,0.68554586,0.67604554,0,Data Engineering,500
-0.017817914,0.5468234,0.52900547,3,DevOps / SRE / Cloud,500
-0.07450673,0.5660358,0.49152908,4,Backend Engineering,500
-0.045672297,0.67020863,0.62453634,0,Data Engineering,500
-0.009072483,0.6092526,0.6001801,5,Frontend / Mobile,500
-0.053955793,0.6106445,0.5566887,3,DevOps / SRE / Cloud,500
-0.10854453,0.68286157,0.57431704,0,Data Engineering,500
-0.05919397,0.61665565,0.5574617,5,Frontend / Mobile,500
-0.07365745,0.6536855,0.58002806,1,Data & Analytics,500
-0.012191832,0.65884304,0.6466512,5,Frontend / Mobile,8132
0.009915113,0.6256102,0.6355253,7,QA / Testing,500
-0.02566737,0.60297483,0.57730746,0,Data Engineering,500
0.036574066,0.6230984,0.65967244,2,Machine Learning / AI,500
-0.09334767,0.6419218,0.54857415,0,Data Engineering,500
-0.021207869,0.610903,0.58969516,5,Frontend / Mobile,500
0.019687712,0.6421624,0.6618501,7,QA / Testing,500
-0.0016664863,0.7170431,0.7153766,2,Machine Learning / AI,500
-0.09016764,0.6948041,0.60463643,4,Backend Engineering,500
-0.009916604,0.66067237,0.65075576,3,DevOps / SRE / Cloud,500
0.021218836,0.60633844,0.6275573,2,Machine Learning / AI,500
-0.0531435,0.68514025,0.63199675,0,Data Engineering,500
0.06993353,0.6320432,0.7019767,7,QA / Testing,500
-0.013358772,0.5893214,0.5759626,1,Data & Analytics,500
-0.08882612,0.6426599,0.5538338,4,Backend Engineering,500
-0.06222719,0.61471426,0.5524871,1,Data & Analytics,500
0.011978865,0.67410886,0.6860877,6,Product Management,4522
-0.055798054,0.6406041,0.584806,5,Frontend / Mobile,500
0.003165543,0.617426,0.6205915,1,Data & Analytics,500
-0.015981257,0.54394925,0.527968,3,DevOps / SRE / Cloud,500
-0.112255335,0.69468224,0.5824269,0,Data Engineering,500
-0.0077894926,0.6096934,0.6019039,5,Frontend / Mobile,500
-0.047305167,0.60030633,0.55300117,3,DevOps / SRE / Cloud,500
-0.043386817,0.61945057,0.57606375,0,Data Engineering,500
-0.022383153,0.6634169,0.64103377,1,Data & Analytics,500
0.03184837,0.6805364,0.71238476,2,Machine Learning / AI,500
-0.05127138,0.6241553,0.5728839,5,Frontend / Mobile,500
0.029863715,0.62807053,0.65793425,2,Machine Learning / AI,500
0.005853355,0.6470132,0.65286654,5,Frontend / Mobile,7657
-0.03157133,0.5943015,0.5627302,5,Frontend / Mobile,4281
0.045989513,0.6143426,0.6603321,5,Frontend / Mobile,9060
-0.043996155,0.6125756,0.56857944,0,Data Engineering,500
0.0143559575,0.5995816,0.61393756,7,QA / Testing,500
-0.076628506,0.6166913,0.5400628,4,Backend Engineering,500
-0.04020387,0.6323913,0.5921874,1,Data & Analytics,500
0.06715685,0.58864963,0.6558065,7,QA / Testing,500
0.0048944354,0.61784476,0.6227392,1,Data & Analytics,500
0.08670056,0.6358945,0.72259504,7,QA / Testing,500
-0.055622876,0.6086621,0.55303925,0,Data Engineering,500
-0.07226235,0.59793156,0.5256692,5,Frontend / Mobile,500
-0.029600501,0.6275029,0.5979024,0,Data Engineering,500
-0.026006639,0.64845115,0.6224445,3,DevOps / SRE / Cloud,500
-0.03847623,0.5491968,0.51072055,5,Frontend / Mobile,3353
-0.03487277,0.63560355,0.6007308,0,Data Engineering,500
-0.0044345856,0.6430475,0.6386129,6,Product Management,3589
0.05484134,0.5654318,0.6202731,1,Data & Analytics,500
-0.07918376,0.686767,0.6075832,3,DevOps / SRE / Cloud,500
-0.03118527,0.67613643,0.64495116,3,DevOps / SRE / Cloud,500
-0.009399354,0.6330475,0.62364817,0,Data Engineering,500
-0.08326769,0.6340627,0.550795,1,Data & Analytics,500
0.010489464,0.56267923,0.5731687,1,Data & Analytics,801
-0.028268576,0.6474194,0.6191508,3,DevOps / SRE / Cloud,500
-0.17088056,0.74121124,0.5703307,4,Backend Engineering,500
-0.08169073,0.66900384,0.5873131,4,Backend Engineering,500
-0.071095824,0.6666339,0.5955381,3,DevOps / SRE / Cloud,500
-0.01599282,0.6453732,0.6293804,1,Data & Analytics,500
-0.015608072,0.6120658,0.5964577,3,DevOps / SRE / Cloud,500
-0.06698328,0.62003773,0.55305445,3,DevOps / SRE / Cloud,500
-0.07542175,0.6857482,0.61032647,1,Data & Analytics,500
0.06162256,0.7076822,0.76930475,2,Machine Learning / AI,4348
-0.16504747,0.7251976,0.56015015,4,Backend Engineering,500
0.058099568,0.63275546,0.690855,2,Machine Learning / AI,500
-0.047661662,0.6790799,0.6314182,0,Data Engineering,500
-0.07781023,0.6731546,0.59534436,4,Backend Engineering,500
0.00258255,0.62704194,0.6296245,1,Data & Analytics,500
-0.056103826,0.66025144,0.6041476,6,Product Management,3664
0.067412734,0.60545534,0.6728681,2,Machine Learning / AI,500
-0.04528421,0.64065385,0.59536964,0,Data Engineering,500
0.01567328,0.65481955,0.6704928,2,Machine Learning / AI,500
-0.05235499,0.58630157,0.5339466,1,Data & Analytics,500
-0.034691393,0.5753514,0.54066,5,Frontend / Mobile,500
-0.13910514,0.7355386,0.59643346,4,Backend Engineering,500
-0.0077270865,0.5406238,0.5328967,1,Data & Analytics,500
0.057775855,0.6581218,0.7158977,2,Machine Learning / AI,500
0.011859536,0.58053607,0.5923956,6,Product Management,500
0.014403582,0.6141371,0.6285407,5,Frontend / Mobile,500
-0.05572158,0.64086473,0.58514315,5,Frontend / Mobile,500
0.020581841,0.61229604,0.6328779,7,QA / Testing,500
0.1555993,0.5571605,0.7127598,2,Machine Learning / AI,500
-0.05613184,0.69006246,0.6339306,5,Frontend / Mobile,500
0.00015121698,0.64232635,0.6424776,6,Product Management,4624
-0.047712862,0.62797976,0.5802669,3,DevOps / SRE / Cloud,500
0.030443728,0.64010566,0.6705494,1,Data & Analytics,500
-0.033572495,0.6384135,0.604841,0,Data Engineering,500
-0.03204459,0.5765932,0.54454863,3,DevOps / SRE / Cloud,500
0.010376513,0.58351535,0.59389186,1,Data & Analytics,500
-0.061553955,0.65280277,0.5912488,3,DevOps / SRE / Cloud,500
-0.060870767,0.68898803,0.62811726,1,Data & Analytics,500
0.006239772,0.6506572,0.65689695,7,QA / Testing,500
0.009224236,0.62111,0.63033426,2,Machine Learning / AI,500
-0.049934447,0.6729625,0.62302804,0,Data Engineering,500
-0.003639102,0.5275896,0.5239505,5,Frontend / Mobile,500
-0.103768826,0.7112876,0.6075188,1,Data & Analytics,9101
0.02375704,0.6006739,0.62443095,1,Data & Analytics,500
0.05944711,0.6379268,0.6973739,7,QA / Testing,500
-0.040483177,0.64669603,0.60621285,3,DevOps / SRE / Cloud,500
0.05386597,0.61496735,0.6688333,2,Machine Learning / AI,500
-0.035972416,0.6793047,0.6433323,3,DevOps / SRE / Cloud,500
-0.05138457,0.6501973,0.59881276,3,DevOps / SRE / Cloud,500
-0.100894034,0.67494935,0.5740553,4,Backend Engineering,500
0.046847284,0.5995642,0.6464115,2,Machine Learning / AI,500
0.018628776,0.6188424,0.6374712,7,QA / Testing,500
-0.057369232,0.68823045,0.6308612,6,Product Management,2535
-0.048638344,0.65013146,0.6014931,5,Frontend / Mobile,500
-0.10362148,0.6661555,0.56253403,4,Backend Engineering,500
-0.026551664,0.6286771,0.60212547,1,Data & Analytics,500
-0.029884636,0.6475606,0.61767596,5,Frontend / Mobile,4413
-0.038424015,0.70688224,0.6684582,0,Data Engineering,500
0.115982115,0.6636583,0.77964044,2,Machine Learning / AI,500
-0.0134902,0.65367305,0.64018285,1,Data & Analytics,500
0.0037896633,0.64258116,0.6463708,2,Machine Learning / AI,500
-0.019767404,0.7490287,0.7292613,0,Data Engineering,5149
-0.011295676,0.6599288,0.6486331,2,Machine Learning / AI,500
-0.031010091,0.6028434,0.5718333,5,Frontend / Mobile,500
0.040700138,0.57593775,0.6166379,1,Data & Analytics,500
0.09669769,0.5692987,0.6659964,2,Machine Learning / AI,500
-0.022676528,0.5397273,0.51705074,5,Frontend / Mobile,500
-0.06208855,0.68620527,0.6241167,3,DevOps / SRE / Cloud,500
0.01706487,0.59813523,0.6152001,5,Frontend / Mobile,500
-0.053502142,0.67092544,0.6174233,1,Data & Analytics,500
-0.052375197,0.64079267,0.5884175,3,DevOps / SRE / Cloud,500
0.005084157,0.61108166,0.6161658,1,Data & Analytics,500
-0.0501979,0.66065395,0.61045605,1,Data & Analytics,500
-0.024242401,0.5996522,0.57540977,1,Data & Analytics,500
0.026863456,0.5698203,0.59668374,6,Product Management,7028
-0.06024307,0.6875457,0.62730265,1,Data & Analytics,500
-0.021725774,0.61815816,0.5964324,3,DevOps / SRE / Cloud,500
-0.021802366,0.63978934,0.617987,7,QA / Testing,500
0.02950716,0.57760817,0.6071153,5,Frontend / Mobile,500
-0.05336243,0.6346432,0.58128077,0,Data Engineering,500
-0.06675321,0.62204254,0.5552893,5,Frontend / Mobile,7399
0.0044389963,0.6860647,0.6905037,2,Machine Learning / AI,500
0.034082174,0.5792882,0.61337036,2,Machine Learning / AI,5339
-0.012833238,0.62660944,0.6137762,5,Frontend / Mobile,500
-0.07393032,0.6901324,0.61620206,0,Data Engineering,500
-0.034632266,0.64668304,0.6120508,0,Data Engineering,500
0.10080099,0.6648678,0.7656688,2,Machine Learning / AI,3729
-0.0733127,0.58333004,0.51001734,0,Data Engineering,500
-0.03230095,0.5738265,0.54152554,3,DevOps / SRE / Cloud,500
0.13883841,0.5930533,0.7318917,2,Machine Learning / AI,500
-0.062157035,0.60816187,0.54600483,3,DevOps / SRE / Cloud,500
-0.020180523,0.62275684,0.6025763,1,Data & Analytics,500
0.002089262,0.6527567,0.65484595,5,Frontend / Mobile,500
-0.059431016,0.64715207,0.58772105,5,Frontend / Mobile,500
-0.03943181,0.5795521,0.5401203,1,Data & Analytics,500
0.009365201,0.6213206,0.6306858,7,QA / Testing,500
0.094684005,0.64158523,0.73626924,7,QA / Testing,500
0.03293407,0.5473698,0.58030385,5,Frontend / Mobile,500
0.013525307,0.56209624,0.57562155,5,Frontend / Mobile,500
0.03586504,0.46234235,0.4982074,5,Frontend / Mobile,1187
